prompt,layer_4,layer_3,layer_22,layer_17,layer_10,layer_19,layer_2,cfg,layer_5,layer_18,layer_11,layer_16,layer_23,layer_15,layer_12,layer_20,layer_6,layer_1,layer_8,layer_21,layer_13,layer_14,layer_9,layer_0,layer_7
prompt_88,0.9670009016990662,0.9559372961521149,0.0,0.9060193002223969,0.7198804616928101,0.9720157980918884,0.9277023673057556,0.0,0.966982901096344,0.9661093056201935,0.9808453321456909,0.9473567008972168,0.9223880767822266,0.9650863409042358,0.9792228937149048,0.9879582524299622,0.9837470054626465,0.0,0.9826815128326416,0.9043135046958923,0.9696043133735657,0.9394315779209137,0.985737681388855,0.0,0.9871419668197632
prompt_29,0.6334711313247681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753683805465698,0.0,0.6439902782440186,0.0,0.0,0.0,0.0,0.0,0.9942605495452881,0.7315452098846436,0.8461308479309082,0.0,0.0,0.0,0.620806097984314,0.0,0.968453049659729
prompt_54,0.0,0.9673900008201599,0.9449779987335205,0.9734223484992981,0.8248960971832275,0.8599536418914795,0.9912096261978149,0.8396737575531006,0.0,0.9782938361167908,0.9807998538017273,0.9837275743484497,0.0,0.9892020225524902,0.9226881265640259,0.9418119788169861,0.9946897029876709,0.9674059450626373,0.0,0.9598871469497681,0.9859517216682434,0.0,0.0,0.0,0.977536529302597
prompt_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6945224404335022,0.7954159379005432,0.0,0.0,0.0,0.0,0.0
prompt_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6259695887565613,0.7247880697250366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969059109687805,0.8788686990737915,0.0,0.0,0.7687559127807617,0.0,0.0,0.0,0.0
prompt_1,0.998613178730011,0.9989230036735535,0.0,0.99778151512146,0.9930823445320129,0.0,0.9946686625480652,0.9907521605491638,0.9821428954601288,0.9980698823928833,0.9791001677513123,0.9941030740737915,0.0,0.0,0.9923879504203796,0.9899005889892578,0.9964975714683533,0.9993025064468384,0.9982813596725464,0.9927587509155273,0.9965997338294983,0.9886995553970337,0.9964267015457153,0.0,0.997808039188385
prompt_15,0.0,0.0,0.0,0.0,0.6012812852859497,0.0,0.5611834526062012,0.9578121304512024,0.0,0.7861878871917725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98942631483078,0.0,0.0
prompt_62,0.9871479868888855,0.6818909645080566,0.8712984919548035,0.7126065194606781,0.7600905895233154,0.6703475713729858,0.9616144001483917,0.7631713449954987,0.9392467737197876,0.888681024312973,0.9484716951847076,0.5046097636222839,0.9879003167152405,0.8054755926132202,0.8122881650924683,0.7960793972015381,0.9602483510971069,0.9329468011856079,0.9489565491676331,0.948857307434082,0.8872112035751343,0.8486627340316772,0.9526011347770691,0.0,0.7200022041797638
prompt_86,0.8628531396389008,0.7775492966175079,0.872901976108551,0.5814906656742096,0.6330448687076569,0.6464183330535889,0.7956404089927673,0.8157083094120026,0.8959216475486755,0.7292811572551727,0.8575173914432526,0.8686962127685547,0.7646756768226624,0.8003377020359039,0.9441570341587067,0.728767603635788,0.8924013376235962,0.6434324979782104,0.9035323858261108,0.7690883278846741,0.7092461585998535,0.7454049587249756,0.7382462024688721,0.0,0.900585949420929
prompt_68,0.9777968525886536,0.0,0.0,0.0,0.0,0.0,0.8659060597419739,0.0,0.5858274698257446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5615766048431396,0.0,0.824450671672821
prompt_49,0.9716019630432129,0.7585678696632385,0.9854118525981903,0.8720140159130096,0.9954671561717987,0.8762126863002777,0.9669857621192932,0.9652548730373383,0.9689929485321045,0.9939834475517273,0.9909835755825043,0.9864098429679871,0.0,0.9361103773117065,0.9920426607131958,0.9898825287818909,0.99174365401268,0.9960188865661621,0.9902545213699341,0.990849494934082,0.9603934586048126,0.9858173131942749,0.9797747731208801,0.0,0.9897283911705017
prompt_43,0.9048489332199097,0.8996931910514832,0.838114857673645,0.7873111963272095,0.9275181293487549,0.8847023248672485,0.9726250171661377,0.9287192821502686,0.954210102558136,0.9303082227706909,0.9274846315383911,0.7804886102676392,0.0,0.9619719386100769,0.950559139251709,0.7962850332260132,0.963683545589447,0.8682382106781006,0.9345183968544006,0.9250860214233398,0.9479720592498779,0.9317198395729065,0.9268728494644165,0.9476362466812134,0.9705079793930054
prompt_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_95,0.9868145287036896,0.9825539290904999,0.9790259599685669,0.8836315274238586,0.976254791021347,0.9660034477710724,0.9846933782100677,0.9771847128868103,0.9733631014823914,0.8618070483207703,0.985596776008606,0.9728736579418182,0.0,0.9752513468265533,0.994621217250824,0.937286376953125,0.9917484521865845,0.9885112941265106,0.9735267162322998,0.9645925760269165,0.9869896769523621,0.9781627953052521,0.9604554772377014,0.0,0.9897111356258392
prompt_71,0.928371399641037,0.9828573167324066,0.0,0.97076815366745,0.9755485653877258,0.9955806732177734,0.9979372620582581,0.8947188258171082,0.9947587251663208,0.9863634407520294,0.9746133685112,0.9844290316104889,0.0,0.0,0.847512423992157,0.0,0.9500373899936676,0.9903109073638916,0.9449822902679443,0.9862098395824432,0.8357583284378052,0.9476981163024902,0.981490433216095,0.0,0.9802008271217346
prompt_92,0.667188972234726,0.7671767175197601,0.0,0.6321754455566406,0.9112893640995026,0.9278199672698975,0.7424253821372986,0.7688944041728973,0.8550904989242554,0.7356675267219543,0.8125652074813843,0.8985881805419922,0.0,0.6487424075603485,0.8155094981193542,0.8998866677284241,0.8613354563713074,0.7080223560333252,0.7615723013877869,0.7648842334747314,0.6870602965354919,0.8453109860420227,0.9037393927574158,0.7386732697486877,0.9211390912532806
prompt_98,0.0,0.9389944672584534,0.0,0.0,0.9208616614341736,0.0,0.0,0.0,0.9930832982063293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9408450126647949,0.0,0.0,0.0,0.0,0.0,0.531834065914154,0.0,0.0
prompt_76,0.9902293682098389,0.9774789810180664,0.0,0.9974175095558167,0.8398007154464722,0.9558649659156799,0.9861076474189758,0.9906213283538818,0.9882221817970276,0.7878463268280029,0.9843939542770386,0.9878913760185242,0.0,0.9930236339569092,0.9902434349060059,0.8369483947753906,0.9814547896385193,0.996493935585022,0.960073709487915,0.8328745365142822,0.9612794518470764,0.9804598689079285,0.9478541016578674,0.9844518899917603,0.9846271872520447
prompt_39,0.7949697971343994,0.8438721895217896,0.0,0.8544954657554626,0.8001784086227417,0.705122709274292,0.7346067428588867,0.780197262763977,0.8536823391914368,0.8524390459060669,0.8551536202430725,0.8667730093002319,0.0,0.8800474405288696,0.8231165409088135,0.7242141962051392,0.7931647896766663,0.0,0.8415879011154175,0.8790978193283081,0.87068110704422,0.9125827550888062,0.7069021463394165,0.0,0.7764068245887756
prompt_33,0.0,0.0,0.0,0.0,0.9148036241531372,0.0,0.5231226682662964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_44,0.9576228857040405,0.9768613278865814,0.9592398405075073,0.9940853714942932,0.986018180847168,0.9901852011680603,0.9773978590965271,0.9320552945137024,0.9483059048652649,0.9903632402420044,0.9855310320854187,0.9338101744651794,0.0,0.9916810393333435,0.9635159075260162,0.8656913936138153,0.9829548001289368,0.9344502091407776,0.9243823289871216,0.9043346345424652,0.9863491654396057,0.9856068789958954,0.9963022470474243,0.0,0.971775472164154
prompt_65,0.8818667531013489,0.9756307005882263,0.0,0.8882269263267517,0.9918469190597534,0.0,0.990873396396637,0.9421905279159546,0.8532904982566833,0.8102379441261292,0.9689717292785645,0.9769169092178345,0.0,0.0,0.9488611817359924,0.0,0.9838196635246277,0.7591554224491119,0.9672746062278748,0.975233793258667,0.9870849847793579,0.9730044007301331,0.9656969308853149,0.0,0.9544949531555176
prompt_12,0.0,0.5440292954444885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8897171020507812,0.0,0.0,0.0,0.9959515929222107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9755716919898987
prompt_18,0.0,0.0,0.0,0.8426136374473572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181680679321289,0.0,0.0,0.0,0.7145419716835022,0.0,0.6527642011642456
prompt_81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9044620990753174,0.7483214139938354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9935770630836487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prompt_6,0.9699996113777161,0.9712976813316345,0.0,0.8583995699882507,0.9238659739494324,0.9268015623092651,0.8835064768791199,0.8905213475227356,0.7317723631858826,0.937920868396759,0.7708429098129272,0.951466977596283,0.0,0.932900607585907,0.8829647302627563,0.0,0.90826815366745,0.0,0.9529454708099365,0.9552208185195923,0.9068087339401245,0.9572469592094421,0.5441263914108276,0.0,0.9517194032669067
prompt_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654729962348938,0.0
prompt_57,0.8813378214836121,0.9351474046707153,0.0,0.9892629384994507,0.9516896307468414,0.9556589424610138,0.0,0.9141388833522797,0.9675517082214355,0.8744686841964722,0.9384059906005859,0.9520266950130463,0.0,0.945738822221756,0.0,0.9776034355163574,0.8279097974300385,0.9787822961807251,0.9932306408882141,0.9947840571403503,0.0,0.9974404573440552,0.9620557725429535,0.935839056968689,0.976763129234314
